"","Survey","areacode","Item.group","FBS.share","NHS.share","NHS.share.original","NEW.FBS","FBS.kcal","NHS.kcal","NEW.FBS.kcal","Partial.FBS","Partial.NHS","Updated.partial.FBS ","FBS.is.updated","DIFFERENCE","Original.Protein","Protein.after.update","Original.Fat","Fat.after.update","Continent","Subregion","UN.population"
"15","Albania_2005",3,"Milk",0.181659646998939,0.0909822511918109,0.0800906243855315,0.152488771386303,522,234,438,0.204715067535946,0.102529306893417,0.171841956364711,TRUE,0.0291708756126359,28.5,23.9234747854322,31,26.022025205207,"Europe","Southern Europe",3196000
"16","Albania_2005",3,"Veg. Oils",0.0564852884783853,0.0564852884783853,0.168659670682335,0.0564852884783853,162,493,162,NA,NA,NA,FALSE,0,0,0,18.3,18.3,"Europe","Southern Europe",3196000
"17","Albania_2005",3,"Animal Fats",0.0226638821364301,0.0226638821364301,0.0339410672896518,0.0226638821364301,65,99,65,NA,NA,NA,FALSE,0,0.2,0.2,7.1,7.1,"Europe","Southern Europe",3196000
"18","Azerbaijan_2006",52,"Grand Total",0.999999501889633,0.999999501889633,0,0.999999501889633,2911,2854,2911,NA,NA,NA,FALSE,0,83.6,79.9186497937125,49,47.7584147784877,"Asia","Western Asia",8665000
"19","Azerbaijan_2006",52,"Cereals",0.605915191144958,0.589396106719644,0.561913041855217,0.589396108385575,1764,1604,1716,0.674063132041669,0.655686128215198,0.655686130068498,TRUE,0.016519082759383,51.8,50.3877751549369,6,5.83642183261818,"Asia","Western Asia",8665000
"20","Azerbaijan_2006",52,"Starchy Roots",0.0563960557285191,0.0361647599244848,0.0344784263510534,0.0432911062836077,164,98,126,0.0627389814857235,0.0402322498271895,0.0481601041161158,TRUE,0.0131049494449115,3.9,2.99374330926287,0.3,0.230287946866374,"Asia","Western Asia",8665000
"21","Azerbaijan_2006",52,"Sugar Products",0.0639614933891565,0.116427102038614,0.1109982002172,0.107939475959209,186,317,314,0.0711553121526587,0.12952178489928,0.120079546278605,TRUE,-0.0439779825700524,0,0,0,0,"Asia","Western Asia",8665000
"22","Azerbaijan_2006",52,"Pulses",0,0,0,0,0,NA,0,NA,NA,NA,FALSE,0,0,0,0,0,"Asia","Western Asia",8665000
"23","Azerbaijan_2006",52,"Oilcrops & Treenuts",0.00928470853217885,0.00928470853217885,0.00550594155542362,0.00928470853217885,27,16,27,NA,NA,NA,FALSE,0,0.6,0.6,2.5,2.5,"Asia","Western Asia",8665000
"24","Azerbaijan_2006",52,"Vegetables",0.0340439541862818,0.0333336068235438,0.0317792876347125,0.0333336071971679,99,91,97,0.0378729147597791,0.0370826738561635,0.0370826742718096,TRUE,0.000710346989113965,4.2,4.11236454678696,0.8,0.783307532721326,"Asia","Western Asia",8665000
"25","Azerbaijan_2006",52,"Fruits",0.0319806779897001,0.0254157955849348,0.024230677545168,0.0254157960495935,93,69,74,0.0355775796441388,0.0282743377714942,0.0282743382884135,TRUE,0.00656488194010661,0.9,0.715251141705037,0.5,0.397361745391687,"Asia","Western Asia",8665000
"26","Azerbaijan_2006",52,"Stimulants",0.00790920251860404,0.00790920251860404,0,0.00790920251860404,23,NA,23,NA,NA,NA,FALSE,0,0.3,0.3,2,2,"Asia","Western Asia",8665000
"27","Azerbaijan_2006",52,"Spices",0.000343878221015658,0.000343878221015658,0,0.000343878221015658,1,NA,1,NA,NA,NA,FALSE,0,0,0,0,0,"Asia","Western Asia",8665000
"28","Azerbaijan_2006",52,"Alcoholic Bev.",0.0337000862709979,0.0337000862709979,0.00260620921984658,0.0337000862709979,98,7,98,NA,NA,NA,FALSE,0,0.5,0.5,0,0,"Asia","Western Asia",8665000
"29","Azerbaijan_2006",52,"Meat & Offals",0.0416093918469192,0.0467989790216637,0.0446167803926301,0.0467989781430721,121,127,136,0.0462892454267143,0.0520625111182402,0.0520625101408324,TRUE,-0.00518958629615284,8.6,9.67260500973217,9.3,10.4599100686639,"Asia","Western Asia",8665000
"30","Azerbaijan_2006",52,"Eggs",0.00618982858974529,0.00902796943747998,0.0086070025074043,0.00732972704617039,18,25,21,0.0068860053469209,0.0100433549842264,0.00815410942316206,TRUE,-0.00113989845642509,1.4,1.65781939125729,1.3,1.5394037204532,"Asia","Western Asia",8665000
"31","Azerbaijan_2006",52,"Fish Products",0.00137551288406263,0.00828960698998966,0.00790306930504552,0.0023763179678882,4,23,7,0.00153021831494749,0.00922194810879092,0.00264358503561335,TRUE,-0.00100080508382557,0.5,0.863793424046184,0.2,0.345517369618474,"Asia","Western Asia",8665000
"32","Azerbaijan_2006",52,"Milk",0.0574276594743709,0.0340458386933585,0.0324583087071476,0.0430186722955193,167,93,125,0.0638866108274483,0.0378750112194173,0.0478570291809281,TRUE,0.0144089871788517,10.7,8.01529781598501,9.7,7.26620456215464,"Asia","Western Asia",8665000
"33","Azerbaijan_2006",52,"Veg. Oils",0.033012316087991,0.033012316087991,0.0702102365753775,0.033012316087991,96,200,96,NA,NA,NA,FALSE,0,0,0,10.8,10.8,"Asia","Western Asia",8665000
"34","Azerbaijan_2006",52,"Animal Fats",0.016850043135499,0.016850043135499,0.0646928181337733,0.016850043135499,49,185,49,NA,NA,NA,FALSE,0,0.1,0.1,5.6,5.6,"Asia","Western Asia",8665000
"35","Bangladesh_2000_01",16,"Grand Total",1,1,0,1,2258,2195,2258,NA,NA,NA,FALSE,0,48.5,51.9767035577339,27.4,28.2395626524786,"Asia","Southern Asia",1.32e+08
"36","Bangladesh_2000_01",16,"Cereals",0.815766164747564,0.787858737249403,0.802589252464869,0.793938343023386,1842,1761,1793,0.889425398358281,0.858998082428368,0.865626643431581,TRUE,0.0218278217241787,36.8,35.8153258689047,4.6,4.47691573361308,"Asia","Southern Asia",1.32e+08
